convertedManaCost,toughness,power,edhrecRank,num_rulings,num_sets_printed,colour_U,colour_R,colour_W,colour_G,colour_B,colour_[],rarity_common,rarity_uncommon,rarity_rare,rarity_mythic,prices.paper.2019-08-11
3,1,1,4933,1,3,0,0,0,0,0,0,0,0,1,0,0.42
2,1,2,3559,0,6,0,0,0,0,0,0,0,1,0,0,0.49
2,2,2,1679,1,5,0,0,0,0,0,0,0,1,0,0,0.25
3,4,1,1850,1,3,0,0,0,0,0,0,0,1,0,0,1.49
5,3,4,435,1,5,0,0,0,0,0,0,0,0,1,0,2.05
3,4,1,4616,1,2,0,0,0,0,0,0,0,0,1,0,1.79
2,2,2,351,1,7,0,0,0,0,0,0,0,0,1,0,4.66
6,4,4,4628,1,2,0,0,0,0,0,0,0,0,1,0,0.84
7,6,6,13697,1,3,0,0,0,0,0,0,1,0,0,0,0.19
6,1,6,4241,1,6,0,0,0,0,0,0,0,1,0,0,0.24
3,3,1,7366,0,4,0,0,0,0,0,0,1,0,0,0,0.19
5,4,5,7857,1,4,0,0,0,0,0,0,0,1,0,0,0.24
6,6,6,69,1,10,0,0,0,0,0,0,0,0,0,1,3.98
6,5,5,6598,0,3,0,0,0,0,0,0,0,0,1,0,0.38
3,2,2,1171,0,6,0,0,0,0,0,0,0,0,1,0,1.55
2,1,1,1076,1,4,0,0,0,0,0,0,0,1,0,0,0.33
5,4,4,7738,0,4,0,0,0,0,0,0,0,1,0,0,0.24
3,2,3,7273,0,7,0,0,0,0,0,0,0,0,1,0,0.38
3,3,2,1847,1,3,0,0,0,0,0,0,0,1,0,0,0.29
7,5,5,1330,1,3,0,0,0,0,0,0,0,0,1,0,0.51
6,4,4,3067,1,4,0,0,0,0,0,0,0,0,1,0,0.39
5,3,3,2674,1,6,0,0,0,0,0,0,0,0,1,0,0.42
5,3,5,4792,1,3,0,0,0,0,0,0,0,1,0,0,0.25
6,5,5,4179,1,2,0,0,0,0,0,0,0,0,1,0,0.49
4,2,2,1093,0,11,0,0,0,0,0,0,0,1,0,0,0.45
3,1,2,377,0,7,0,0,0,0,0,0,1,0,0,0,0.99
5,2,2,67,0,13,0,0,0,0,0,0,0,1,0,0,0.29
5,3,3,8191,0,3,0,0,0,0,0,0,0,1,0,0,0.2
7,5,5,1702,0,5,0,0,0,0,0,0,0,0,1,0,1.47
4,4,3,2042,0,2,0,0,0,0,0,0,0,0,1,0,2.28
7,6,5,1494,1,3,0,0,0,0,0,0,0,0,1,0,1.5
4,2,2,444,1,8,0,0,0,0,0,0,0,1,0,0,2.5
7,6,6,5072,1,3,0,0,0,0,0,0,0,0,1,0,0.75
8,8,8,3861,1,2,0,0,0,0,0,0,0,0,1,0,1.49
6,2,2,381,1,3,0,0,0,0,0,0,0,0,1,0,9.35
5,4,4,4787,1,3,0,0,0,0,0,0,0,1,0,0,0.29
3,2,2,5881,0,3,0,0,0,0,0,0,1,0,0,0,0.21
4,2,2,1974,1,3,0,0,0,0,0,0,0,0,1,0,2.69
2,2,2,7141,0,4,0,0,0,0,0,0,0,1,0,0,0.26
7,4,5,247,1,9,0,0,0,0,0,0,0,0,1,0,0.58
7,6,8,4892,1,3,0,0,0,0,0,0,0,1,0,0,0.26
4,1,1,2797,1,4,0,0,0,0,0,0,0,0,1,0,0.49
6,4,4,3210,1,4,0,0,0,0,0,0,0,0,0,1,0.72
6,7,7,4322,1,4,0,0,0,0,0,0,0,0,1,0,0.43
4,2,4,2235,1,4,0,0,0,0,0,0,0,1,0,0,0.37
5,5,5,7475,1,2,0,0,0,0,0,0,0,0,1,0,0.39
3,4,1,2800,0,5,0,0,0,0,0,0,0,1,0,0,0.35
5,4,2,7642,1,2,0,0,0,0,0,0,0,1,0,0,0.22
6,7,2,4473,1,2,0,0,0,0,0,0,0,0,1,0,0.51
4,3,2,8806,1,17,0,0,0,0,0,0,0,1,0,0,0.23
10,8,8,3321,1,2,0,0,0,0,0,0,0,0,1,0,2.97
3,2,2,2440,1,6,0,0,0,0,0,0,0,1,0,0,0.63
4,3,3,5709,1,5,0,0,0,0,0,0,0,0,1,0,0.37
7,4,6,5130,0,5,0,0,0,0,0,0,0,0,1,0,0.38
3,2,2,873,1,7,0,0,0,0,0,0,0,0,1,0,2.76
1,1,1,102,0,7,0,0,0,0,0,0,1,0,0,0,0.63
1,1,1,6399,0,4,0,0,0,0,0,0,1,0,0,0,0.2
2,1,1,571,0,14,0,0,0,0,0,0,1,0,0,0,0.26
1,1,1,1331,1,4,0,0,0,0,0,0,1,0,0,0,2
3,1,2,23,1,14,0,0,0,0,0,0,0,1,0,0,4.76
6,5,5,4013,1,7,0,0,0,0,0,0,0,0,1,0,0.35
5,3,3,6922,1,13,0,0,0,0,0,0,0,0,1,0,0.35
3,1,1,301,0,6,0,0,0,0,0,0,1,0,0,0,1.81
3,3,1,863,1,7,0,0,0,0,0,0,0,1,0,0,0.33
3,1,3,1605,1,8,0,0,0,0,0,0,0,1,0,0,0.98
4,2,2,8313,0,11,0,0,0,0,0,0,0,1,0,0,0.24
6,7,5,4163,1,2,0,0,0,0,0,0,0,0,1,0,0.44
6,5,4,2812,1,4,0,0,0,0,0,0,0,1,0,0,4.1
3,2,2,12966,1,3,0,0,0,0,0,0,0,1,0,0,0.23
2,1,1,9368,1,3,0,0,0,0,0,0,0,1,0,0,0.21
4,2,2,1988,0,5,0,0,0,0,0,0,0,0,1,0,1.8
3,2,2,1322,0,10,0,0,0,0,0,0,0,1,0,0,1.85
5,4,4,4177,0,6,0,0,0,0,0,0,0,1,0,0,0.23
1,1,1,1738,1,5,0,0,0,0,0,0,0,0,1,0,3.99
5,2,2,278,0,6,0,0,0,0,0,0,0,0,1,0,3.46
2,1,1,3592,1,3,0,0,0,0,0,0,0,0,1,0,0.5
5,4,3,2013,1,3,0,0,0,0,0,0,0,0,1,0,0.49
2,2,2,2636,1,6,0,0,0,0,0,0,0,1,0,0,0.22
3,0,0,1703,1,2,0,0,0,0,0,0,0,0,1,0,10.03
4,4,2,9344,0,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,74,0,38,0,0,0,0,0,0,1,0,0,0,0.34
2,1,2,3279,0,4,0,0,0,0,0,0,0,0,1,0,0.54
4,3,3,1768,1,8,0,0,0,0,0,0,1,0,0,0,0.48
6,5,5,4722,0,2,0,0,0,0,0,0,0,0,1,0,1.65
4,2,3,3499,1,4,0,0,0,0,0,0,0,0,1,0,0.39
3,1,1,503,1,5,0,0,0,0,0,0,0,0,1,0,2.09
2,1,1,1991,0,6,0,0,0,0,0,0,0,1,0,0,0.28
1,1,1,323,0,7,0,0,0,0,0,0,0,1,0,0,3
5,4,4,1455,1,3,0,0,0,0,0,0,0,0,1,0,3.34
5,4,4,475,1,6,0,0,0,0,0,0,0,0,1,0,3.02
6,5,6,9448,0,4,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,8180,0,3,0,0,0,0,0,0,0,1,0,0,0.25
6,3,3,936,1,3,0,0,0,0,0,0,0,0,1,0,8.59
3,0,0,6499,1,3,0,0,0,0,0,0,0,0,1,0,0.22
5,4,4,3468,0,7,0,0,0,0,0,0,0,0,1,0,0.28
3,2,2,4056,0,10,0,0,0,0,0,0,1,0,0,0,0.24
2,1,1,517,1,6,0,0,0,0,0,0,1,0,0,0,4.99
6,5,4,1127,0,3,0,0,0,0,0,0,0,0,1,0,2.73
6,6,6,288,1,10,0,0,0,0,0,0,0,0,0,1,0.9
4,5,4,13394,0,3,0,0,0,0,0,0,0,1,0,0,0.23
3,1,2,57,0,7,0,0,0,0,0,0,0,1,0,0,0.76
8,6,6,3130,1,5,0,0,0,0,0,0,0,0,1,0,0.77
2,1,1,30,0,18,0,0,0,0,0,0,1,0,0,0,2.48
2,1,1,729,0,6,0,0,0,0,0,0,1,0,0,0,0.24
7,6,6,3099,1,3,0,0,0,0,0,0,0,0,1,0,1.85
2,2,2,4256,0,9,0,0,0,0,0,0,0,1,0,0,0.22
5,4,4,4287,0,40,0,0,0,0,0,0,0,1,0,0,0.23
5,3,3,3623,0,3,0,0,0,0,0,0,0,1,0,0,0.72
5,2,3,359,1,11,0,0,0,0,0,0,0,1,0,0,1.37
7,4,7,2074,1,2,0,0,0,0,0,0,0,0,1,0,1.43
5,7,2,1671,0,6,0,0,0,0,0,0,0,0,1,0,0.48
3,3,1,1200,1,3,0,0,0,0,0,0,0,1,0,0,2.75
6,3,3,7481,0,3,0,0,0,0,0,0,0,1,0,0,0.24
6,6,6,325,1,5,0,0,0,0,0,0,0,0,1,0,1.14
3,2,3,2621,1,5,0,0,0,0,0,0,0,1,0,0,0.26
2,1,1,1641,0,8,0,0,0,0,0,0,1,0,0,0,0.24
1,1,1,680,0,4,0,0,0,0,0,0,0,0,1,0,8
8,9,9,226,1,7,0,0,0,0,0,0,0,0,1,0,0.79
6,1,1,3319,1,3,0,0,0,0,0,0,0,1,0,0,2.51
2,1,2,3784,0,5,0,0,0,0,0,0,1,0,0,0,0.23
3,1,1,8052,0,3,0,0,0,0,0,0,1,0,0,0,0.24
6,5,5,658,1,3,0,0,0,0,0,0,0,0,1,0,3
3,2,1,2403,1,7,0,0,0,0,0,0,1,0,0,0,0.57
3,1,1,4891,0,3,0,0,0,0,0,0,0,1,0,0,0.25
7,6,6,3758,1,4,0,0,0,0,0,0,0,0,1,0,0.49
8,7,7,1631,1,13,0,0,0,0,0,0,0,0,1,0,0.44
2,1,2,2114,0,6,0,0,0,0,0,0,1,0,0,0,0.2
2,1,2,2567,0,3,0,0,0,0,0,0,0,0,1,0,0.5
4,2,2,7275,0,5,0,0,0,0,0,0,0,0,1,0,0.43
5,3,3,2674,1,6,0,0,0,0,0,0,0,0,1,0,0.48
2,4,0,1052,0,13,0,0,0,0,0,0,0,1,0,0,1.61
2,1,1,2161,0,6,0,0,0,0,0,0,1,0,0,0,1.52
3,1,1,4739,0,3,0,0,0,0,0,0,1,0,0,0,0.26
4,4,4,1555,0,5,0,0,0,0,0,0,0,0,1,0,0.49
4,2,2,1093,0,11,0,0,0,0,0,0,0,1,0,0,0.42
3,1,1,114,1,15,0,0,0,0,0,0,1,0,0,0,0.6
4,5,5,4107,1,5,0,0,0,0,0,0,0,0,1,0,0.5
5,2,2,67,0,13,0,0,0,0,0,0,0,1,0,0,0.31
6,4,4,5724,1,7,0,0,0,0,0,0,1,0,0,0,0.18
7,5,5,1702,0,5,0,0,0,0,0,0,0,0,1,0,1.5
7,6,5,1494,1,3,0,0,0,0,0,0,0,0,1,0,1.49
4,2,2,444,1,8,0,0,0,0,0,0,0,1,0,0,2.5
2,0,0,6789,0,3,0,0,0,0,0,0,1,0,0,0,0.18
7,5,5,4849,1,4,0,0,0,0,0,0,0,0,1,0,0.37
7,6,6,5072,1,3,0,0,0,0,0,0,0,0,1,0,1
9,9,10,431,1,10,0,0,0,0,0,0,0,1,0,0,0.5
8,6,6,6938,1,3,0,0,0,0,0,0,0,0,1,0,0.49
8,8,8,3861,1,2,0,0,0,0,0,0,0,0,1,0,1.94
8,5,6,1144,1,11,0,0,0,0,0,0,0,0,1,0,2.18
2,2,2,4580,1,6,0,0,0,0,0,0,0,1,0,0,0.53
6,4,4,4494,1,4,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,7141,0,4,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,1440,0,7,0,0,0,0,0,0,0,1,0,0,0.51
7,4,5,247,1,9,0,0,0,0,0,0,0,0,1,0,0.71
8,7,7,7219,1,1,0,0,0,0,0,0,0,0,1,0,1.19
6,4,4,8992,1,9,0,0,0,0,0,0,1,0,0,0,0.19
5,3,3,4596,1,3,0,0,0,0,0,0,0,0,1,0,0.49
4,4,4,4313,1,3,0,0,0,0,0,0,0,0,1,0,0.35
3,3,1,11122,1,5,0,0,0,0,0,0,0,1,0,0,0.35
6,3,3,8480,0,6,0,0,0,0,0,0,0,0,1,0,0.35
2,2,1,4720,0,5,0,0,0,0,0,0,1,0,0,0,0.22
6,6,3,4286,0,3,0,0,0,0,0,0,0,1,0,0,0.26
4,2,2,11969,1,3,0,0,0,0,0,0,1,0,0,0,0.19
5,4,4,3843,1,2,0,0,0,0,0,0,0,0,1,0,3
4,3,2,8806,1,17,0,0,0,0,0,0,0,1,0,0,0.24
10,8,8,3321,1,2,0,0,0,0,0,0,0,0,1,0,3.95
4,2,2,2423,0,4,0,0,0,0,0,0,0,0,1,0,0.98
3,2,2,2440,1,6,0,0,0,0,0,0,0,1,0,0,0.48
6,5,4,4546,1,8,0,0,0,0,0,0,0,1,0,0,0.25
3,1,2,23,1,14,0,0,0,0,0,0,0,1,0,0,4.99
6,5,5,4013,1,7,0,0,0,0,0,0,0,0,1,0,0.37
5,3,3,6922,1,13,0,0,0,0,0,0,0,0,1,0,0.35
4,2,2,5024,1,4,0,0,0,0,0,0,0,0,1,0,0.73
7,4,4,9095,1,2,0,0,0,0,0,0,1,0,0,0,0.22
3,0,0,737,1,7,0,0,0,0,0,0,1,0,0,0,0.35
3,1,1,481,0,5,0,0,0,0,0,0,1,0,0,0,1.3
4,2,4,2964,1,15,0,0,0,0,0,0,0,1,0,0,0.37
3,1,3,209,1,9,0,0,0,0,0,0,0,1,0,0,0.39
2,2,0,1236,1,7,0,0,0,0,0,0,0,1,0,0,0.73
4,2,2,8313,0,11,0,0,0,0,0,0,0,1,0,0,0.23
1,1,2,7756,0,2,0,0,0,0,0,0,0,1,0,0,0.25
2,2,2,6559,0,4,0,0,0,0,0,0,0,1,0,0,0.25
3,3,0,7293,1,2,0,0,0,0,0,0,0,1,0,0,0.24
4,2,2,2288,1,25,0,0,0,0,0,0,1,0,0,0,0.19
3,3,1,2589,0,5,0,0,0,0,0,0,0,1,0,0,0.41
3,2,2,12966,1,3,0,0,0,0,0,0,0,1,0,0,0.23
7,2,2,791,0,2,0,0,0,0,0,0,0,0,1,0,3.02
6,8,8,1544,1,3,0,0,0,0,0,0,0,0,1,0,2
5,2,2,3225,0,4,0,0,0,0,0,0,1,0,0,0,0.21
2,4,4,10982,1,3,0,0,0,0,0,0,0,1,0,0,0.37
7,5,6,2677,1,14,0,0,0,0,0,0,1,0,0,0,0.2
4,4,2,9344,0,3,0,0,0,0,0,0,0,1,0,0,0.25
8,7,7,3671,1,2,0,0,0,0,0,0,0,0,1,0,1.63
1,1,1,4434,1,2,0,0,0,0,0,0,0,0,1,0,0.86
6,5,5,4722,0,2,0,0,0,0,0,0,0,0,1,0,1.92
2,1,1,10208,0,2,0,0,0,0,0,0,1,0,0,0,0.17
1,1,1,323,0,7,0,0,0,0,0,0,0,1,0,0,2.92
5,2,2,180,1,13,0,0,0,0,0,0,1,0,0,0,1.51
3,2,2,3485,1,6,0,0,0,0,0,0,0,1,0,0,0.25
2,1,2,3559,0,6,0,0,0,0,0,0,0,1,0,0,0.68
6,4,4,8179,0,3,0,0,0,0,0,0,0,1,0,0,0.25
6,5,6,9448,0,4,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,8180,0,3,0,0,0,0,0,0,0,1,0,0,0.25
4,4,2,6227,0,6,0,0,0,0,0,0,1,0,0,0,0.19
3,4,4,6994,0,4,0,0,0,0,0,0,0,1,0,0,0.28
6,4,5,3930,0,2,0,0,0,0,0,0,0,1,0,0,0.28
4,5,4,13394,0,3,0,0,0,0,0,0,0,1,0,0,0.23
8,6,6,3130,1,5,0,0,0,0,0,0,0,0,1,0,0.99
3,4,1,4616,1,2,0,0,0,0,0,0,0,0,1,0,2.89
2,1,1,30,0,18,0,0,0,0,0,0,1,0,0,0,2.28
2,2,2,351,1,7,0,0,0,0,0,0,0,0,1,0,5.36
6,4,4,4628,1,2,0,0,0,0,0,0,0,0,1,0,0.99
2,2,1,5647,0,4,0,0,0,0,0,0,1,0,0,0,0.2
2,2,2,4256,0,9,0,0,0,0,0,0,0,1,0,0,0.23
5,4,4,4287,0,40,0,0,0,0,0,0,0,1,0,0,0.24
5,3,3,3623,0,3,0,0,0,0,0,0,0,1,0,0,0.89
5,2,3,359,1,11,0,0,0,0,0,0,0,1,0,0,1.39
4,3,3,4665,1,2,0,0,0,0,0,0,0,1,0,0,0.35
7,6,6,3757,0,6,0,0,0,0,0,0,0,0,1,0,0.49
7,6,6,13697,1,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,3951,1,3,0,0,0,0,0,0,0,0,1,0,0.44
3,0,0,4468,0,8,0,0,0,0,0,0,0,1,0,0,0.94
6,1,6,4241,1,6,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,7179,1,2,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,11880,0,2,0,0,0,0,0,0,0,1,0,0,0.24
8,7,7,6263,0,4,0,0,0,0,0,0,0,0,1,0,0.49
8,6,6,6841,1,1,0,0,0,0,0,0,0,0,1,0,5.23
3,2,3,7273,0,7,0,0,0,0,0,0,0,0,1,0,0.5
6,3,6,7970,1,4,0,0,0,0,0,0,1,0,0,0,0.19
3,3,2,582,0,12,0,0,0,0,0,0,0,1,0,0,0.79
3,1,1,4125,1,2,0,0,0,0,0,0,0,1,0,0,0.37
1,1,1,2045,1,4,0,0,0,0,0,0,0,1,0,0,0.89
4,2,2,7275,0,5,0,0,0,0,0,0,0,0,1,0,0.47
5,3,3,2674,1,6,0,0,0,0,0,0,0,0,1,0,0.54
3,8,0,1774,0,4,0,0,0,0,0,0,0,1,0,0,1.99
2,4,0,978,0,7,0,0,0,0,0,0,0,1,0,0,2.95
4,3,2,734,1,4,0,0,0,0,0,0,0,0,1,0,3.48
4,2,2,1093,0,11,0,0,0,0,0,0,0,1,0,0,0.49
3,1,2,377,0,7,0,0,0,0,0,0,1,0,0,0,1.43
3,2,2,14146,0,3,0,0,0,0,0,0,0,1,0,0,0.24
2,2,1,6072,1,2,0,0,0,0,0,0,0,1,0,0,0.22
5,4,4,18870,1,1,0,0,0,0,0,0,0,1,0,0,0.25
5,3,3,17602,1,1,0,0,0,0,0,0,0,0,1,0,0.39
4,4,5,12744,1,1,0,0,0,0,0,0,0,0,1,0,0.41
4,2,3,10079,0,2,0,0,0,0,0,0,0,1,0,0,0.24
8,5,6,1144,1,11,0,0,0,0,0,0,0,0,0,1,1.97
3,3,2,7780,1,1,0,0,0,0,0,0,1,0,0,0,0.18
1,1,0,77,0,28,0,0,0,0,0,0,0,0,1,0,7.35
3,1,2,15417,0,2,0,0,0,0,0,0,1,0,0,0,0.16
2,1,3,5759,1,3,0,0,0,0,0,0,1,0,0,0,0.23
2,1,3,16213,0,2,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,11009,0,2,0,0,0,0,0,0,1,0,0,0,0.18
4,4,2,18674,1,1,0,0,0,0,0,0,0,0,1,0,0.39
6,5,3,10828,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,2,4,8023,1,3,0,0,0,0,0,0,0,1,0,0,0.25
6,4,4,924,1,5,0,0,0,0,0,0,0,0,1,0,0.44
2,1,2,5652,0,11,0,0,0,0,0,0,1,0,0,0,0.19
4,2,3,15802,0,2,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,322,0,10,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,2401,1,3,0,0,0,0,0,0,1,0,0,0,0.19
5,4,3,10969,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,4,4,10082,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,4,2605,1,2,0,0,0,0,0,0,0,0,1,0,1.27
3,3,2,18683,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,1,8071,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,4,1,2800,0,5,0,0,0,0,0,0,0,1,0,0,0.32
3,1,2,12958,1,1,0,0,0,0,0,0,1,0,0,0,0.16
4,3,3,5775,0,2,0,0,0,0,0,0,0,1,0,0,0.26
1,1,1,3488,0,8,0,0,0,0,0,0,1,0,0,0,0.18
6,6,5,1993,1,5,0,0,0,0,0,0,0,0,1,0,0.57
4,2,3,9061,1,3,0,0,0,0,0,0,1,0,0,0,0.18
4,4,4,4612,1,3,0,0,0,0,0,0,0,0,1,0,0.35
3,4,3,17257,1,4,0,0,0,0,0,0,1,0,0,0,0.18
5,4,4,7259,1,2,0,0,0,0,0,0,1,0,0,0,0.22
6,3,5,9366,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,2,2,16088,1,2,0,0,0,0,0,0,0,1,0,0,0.23
3,1,3,209,1,9,0,0,0,0,0,0,0,1,0,0,0.33
4,3,0,437,1,8,0,0,0,0,0,0,0,0,1,0,0.98
6,3,3,13998,1,3,0,0,0,0,0,0,0,1,0,0,0.24
3,4,1,7326,1,2,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,8721,1,14,0,0,0,0,0,0,1,0,0,0,0.19
4,2,4,10011,1,1,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,6930,1,5,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,7503,1,1,0,0,0,0,0,0,0,1,0,0,0.25
5,3,3,4214,1,2,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,471,1,10,0,0,0,0,0,0,0,1,0,0,0.25
4,2,2,6142,0,2,0,0,0,0,0,0,0,0,1,0,0.34
7,6,6,2483,1,7,0,0,0,0,0,0,0,0,1,0,0.35
6,5,5,407,0,4,0,0,0,0,0,0,0,0,1,0,1.07
4,2,2,7123,0,2,0,0,0,0,0,0,0,1,0,0,0.23
4,2,2,11230,1,2,0,0,0,0,0,0,0,1,0,0,0.24
4,5,3,5856,1,2,0,0,0,0,0,0,0,0,1,0,0.4
4,3,3,15836,1,2,0,0,0,0,0,0,1,0,0,0,0.17
2,3,1,18534,1,1,0,0,0,0,0,0,1,0,0,0,0.18
2,4,0,11270,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,4,2,1589,1,6,0,0,0,0,0,0,0,1,0,0,0.32
5,4,4,4345,1,2,0,0,0,0,0,0,0,0,1,0,0.49
5,5,2,9325,1,2,0,0,0,0,0,0,0,1,0,0,0.23
2,2,1,6270,1,4,0,0,0,0,0,0,1,0,0,0,0.25
5,4,4,4206,1,1,0,0,0,0,0,0,0,1,0,0,0.26
3,2,3,18748,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,2,7747,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,1,1,9587,1,2,0,0,0,0,0,0,0,1,0,0,0.24
4,2,3,14012,0,2,0,0,0,0,0,0,0,1,0,0,0.24
4,2,3,16935,1,1,0,0,0,0,0,0,1,0,0,0,0.17
2,1,1,2999,1,13,0,0,0,0,0,0,0,1,0,0,0.25
4,3,2,10308,1,2,0,0,0,0,0,0,0,1,0,0,0.25
5,1,2,9144,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,4,0,1079,0,5,0,0,0,0,0,0,1,0,0,0,0.19
5,5,4,8449,1,3,0,0,0,0,0,0,0,1,0,0,0.23
3,3,2,8450,0,6,0,0,0,0,0,0,1,0,0,0,0.19
2,3,3,15355,0,2,0,0,0,0,0,0,1,0,0,0,0.18
2,3,1,4289,1,5,0,0,0,0,0,0,1,0,0,0,0.18
6,2,2,10882,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,2,2,2556,1,2,0,0,0,0,0,0,0,1,0,0,4
4,4,2,7450,1,2,0,0,0,0,0,0,1,0,0,0,0.93
2,2,2,18981,0,1,0,0,0,0,0,0,0,0,1,0,0.35
5,3,4,5546,0,2,0,0,0,0,0,0,0,1,0,0,0.23
6,5,2,3516,1,2,0,0,0,0,0,0,0,0,1,0,0.48
4,4,2,15737,1,2,0,0,0,0,0,0,1,0,0,0,0.18
3,1,1,849,0,2,0,0,0,0,0,0,0,0,1,0,29.71
6,5,5,1695,1,1,0,0,0,0,0,0,0,0,1,0,6.17
3,2,2,5453,1,2,0,0,0,0,0,0,0,0,0,1,12.04
4,3,3,687,1,4,0,0,0,0,0,0,0,0,1,0,0.58
1,1,1,9949,0,2,0,0,0,0,0,0,1,0,0,0,0.18
2,2,1,10791,1,2,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,9976,1,2,0,0,0,0,0,0,1,0,0,0,0.19
3,3,2,13404,0,2,0,0,0,0,0,0,1,0,0,0,0.19
7,5,5,1758,1,2,0,0,0,0,0,0,0,0,1,0,3.19
4,2,2,18155,1,1,0,0,0,0,0,0,0,1,0,0,0.24
6,6,6,2527,0,5,0,0,0,0,0,0,0,0,1,0,0.35
4,2,3,19025,1,1,0,0,0,0,0,0,0,1,0,0,0.24
6,5,4,3664,0,4,0,0,0,0,0,0,0,0,1,0,0.39
5,3,3,8379,1,2,0,0,0,0,0,0,0,0,1,0,0.4
5,4,5,7857,1,4,0,0,0,0,0,0,0,1,0,0,0.23
4,3,2,10916,0,2,0,0,0,0,0,0,0,1,0,0,0.23
5,3,4,14125,0,2,0,0,0,0,0,0,1,0,0,0,0.18
4,0,0,1443,1,2,0,0,0,0,0,0,0,0,1,0,3.47
4,3,1,4713,1,2,0,0,0,0,0,0,1,0,0,0,0.99
2,2,2,7844,1,2,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,14825,0,2,0,0,0,0,0,0,1,0,0,0,0.17
2,3,0,11835,1,2,0,0,0,0,0,0,0,1,0,0,0.25
3,2,3,18640,1,1,0,0,0,0,0,0,0,0,1,0,0.35
2,2,1,1693,0,2,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,12632,0,7,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,11692,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,0,0,6582,0,3,0,0,0,0,0,0,0,0,1,0,0.35
5,3,4,13884,0,5,0,0,0,0,0,0,0,1,0,0,0.21
2,2,2,6156,0,2,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,11077,0,2,0,0,0,0,0,0,1,0,0,0,0.15
4,2,2,7165,1,2,0,0,0,0,0,0,0,1,0,0,0.22
7,5,5,4672,1,5,0,0,0,0,0,0,0,1,0,0,0.25
3,4,1,7894,1,1,0,0,0,0,0,0,1,0,0,0,0.2
5,4,4,15550,0,5,0,0,0,0,0,0,1,0,0,0,0.16
6,4,4,8992,1,9,0,0,0,0,0,0,1,0,0,0,0.15
1,3,3,16221,0,4,0,0,0,0,0,0,1,0,0,0,0.16
1,1,1,2401,1,3,0,0,0,0,0,0,1,0,0,0,0.19
6,5,5,8597,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,2,1,10419,0,2,0,0,0,0,0,0,1,0,0,0,0.16
4,1,3,12114,1,2,0,0,0,0,0,0,1,0,0,0,0.15
4,0,0,4824,0,4,0,0,0,0,0,0,0,0,1,0,0.37
5,3,3,6088,1,2,0,0,0,0,0,0,1,0,0,0,0.41
4,0,0,2215,1,2,0,0,0,0,0,0,0,0,1,0,2.55
5,3,4,8237,0,2,0,0,0,0,0,0,0,1,0,0,0.24
3,2,0,2220,1,3,0,0,0,0,0,0,0,0,1,0,0.75
1,1,1,3488,0,8,0,0,0,0,0,0,1,0,0,0,0.16
5,0,0,8470,1,2,0,0,0,0,0,0,0,0,1,0,0.35
6,5,4,4546,1,8,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,10934,0,2,0,0,0,0,0,0,1,0,0,0,0.16
3,1,2,16083,1,1,0,0,0,0,0,0,1,0,0,0,0.17
2,1,1,11191,0,1,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,17639,0,2,0,0,0,0,0,0,0,1,0,0,0.24
4,2,2,5485,1,3,0,0,0,0,0,0,0,1,0,0,0.24
4,3,3,6929,1,4,0,0,0,0,0,0,0,1,0,0,0.25
2,2,2,9043,0,3,0,0,0,0,0,0,1,0,0,0,0.17
2,1,1,11409,1,1,0,0,0,0,0,0,1,0,0,0,0.17
1,1,1,13304,1,2,0,0,0,0,0,0,1,0,0,0,0.16
